       Step     Time          Energy         fmax
GPMin:    7 16:13:09       -4.564162        0.2062
GPMin:    8 16:13:15       -4.621784        0.2407
GPMin:    9 16:13:20       -4.687221        0.2280
GPMin:   10 16:13:26       -4.745889        0.1686
GPMin:   11 16:13:31       -4.768907        0.0913
GPMin:   12 16:13:36       -4.777408        0.0842
GPMin:   13 16:13:41       -4.786757        0.0610
GPMin:   14 16:13:46       -4.792862        0.0726
GPMin:   15 16:13:50       -4.802374        0.0568
GPMin:   16 16:13:55       -4.812324        0.0540
GPMin:   17 16:14:00       -4.827180        0.0633
GPMin:   18 16:14:05       -4.843890        0.0711
GPMin:   19 16:14:11       -4.866063        0.0793
GPMin:   20 16:14:16       -4.889933        0.0730
GPMin:   21 16:14:21       -4.913622        0.0649
GPMin:   22 16:14:26       -4.927039        0.0631
GPMin:   23 16:14:30       -4.931724        0.0448
GPMin:   24 16:14:35       -4.932919        0.0243
GPMin:   25 16:14:39       -4.933552        0.0124
       Step     Time          Energy         fmax
GPMin:    0 16:14:52       -3.645171        0.2549
GPMin:    1 16:14:59       -3.783187        0.2139
GPMin:    2 16:15:06       -3.904507        0.2113
GPMin:    3 16:15:13       -3.978133        0.2159
GPMin:    4 16:15:19       -4.029240        0.2088
GPMin:    5 16:15:25       -4.065235        0.1896
GPMin:    6 16:15:31       -4.112219        0.2043
GPMin:    7 16:15:36       -4.123529        0.1844
GPMin:    8 16:15:41       -4.165595        0.1161
GPMin:    9 16:15:47       -4.186007        0.0925
GPMin:   10 16:15:52       -4.200488        0.0866
GPMin:   11 16:15:57       -4.221188        0.0784
GPMin:   12 16:16:02       -4.234292        0.0815
GPMin:   13 16:16:07       -4.266995        0.1049
GPMin:   14 16:16:12       -4.291870        0.1292
GPMin:   15 16:16:18       -4.351444        0.1347
GPMin:   16 16:16:23       -4.376394        0.1545
GPMin:   17 16:16:29       -4.437421        0.1975
GPMin:   18 16:16:34       -4.500971        0.1897
GPMin:   19 16:16:40       -4.559165        0.1515
GPMin:   20 16:16:46       -4.599971        0.1473
GPMin:   21 16:16:51       -4.632013        0.1431
GPMin:   22 16:16:56       -4.663519        0.1378
GPMin:   23 16:17:01       -4.697047        0.1313
GPMin:   24 16:17:06       -4.730617        0.1235
GPMin:   25 16:17:11       -4.762300        0.1095
GPMin:   26 16:17:16       -4.791602        0.0970
GPMin:   27 16:17:21       -4.816442        0.0867
GPMin:   28 16:17:26       -4.845048        0.0771
GPMin:   29 16:17:31       -4.867130        0.0725
GPMin:   30 16:17:35       -4.887057        0.0619
GPMin:   31 16:17:40       -4.902531        0.0559
GPMin:   32 16:17:44       -4.914323        0.0550
GPMin:   33 16:17:49       -4.922399        0.0491
GPMin:   34 16:17:53       -4.927658        0.0326
GPMin:   35 16:17:58       -4.930140        0.0301
GPMin:   36 16:18:03       -4.932218        0.0252
GPMin:   37 16:18:06       -4.933073        0.0159
       Step     Time          Energy         fmax
GPMin:    0 16:18:16       -4.140057        0.3863
GPMin:    1 16:18:23       -4.305483        0.2173
GPMin:    2 16:18:28       -4.360173        0.1203
GPMin:    3 16:18:33       -4.401846        0.1360
