      Step     Time          Energy         fmax
BFGS:   67 10:21:35       -7.130195        0.2031
BFGS:   68 10:21:35       -7.134509        0.1942
BFGS:   69 10:21:35       -7.137554        0.1767
BFGS:   70 10:21:35       -7.143805        0.1643
BFGS:   71 10:21:35       -7.150805        0.1483
BFGS:   72 10:21:35       -7.156032        0.1189
BFGS:   73 10:21:35       -7.158178        0.0718
BFGS:   74 10:21:35       -7.158542        0.0362
      Step     Time          Energy         fmax
BFGS:    0 10:21:35       18.427581       43.6516
BFGS:    1 10:21:35        1.670164       13.3210
BFGS:    2 10:21:35       -2.382247        6.2533
BFGS:    3 10:21:35       -3.490179        3.7256
BFGS:    4 10:21:35       -4.234714        1.7889
BFGS:    5 10:21:35       -4.462541        0.8686
BFGS:    6 10:21:35       -4.522444        0.4323
BFGS:    7 10:21:35       -4.536364        0.3088
BFGS:    8 10:21:35       -4.544868        0.2703
BFGS:    9 10:21:35       -4.555795        0.2638
BFGS:   10 10:21:35       -4.565087        0.3031
BFGS:   11 10:21:35       -4.571365        0.3029
BFGS:   12 10:21:35       -4.578897        0.3010
BFGS:   13 10:21:35       -4.592130        0.3766
BFGS:   14 10:21:35       -4.618129        0.4561
BFGS:   15 10:21:35       -4.670770        1.1175
BFGS:   16 10:21:35       -4.726641        1.4566
BFGS:   17 10:21:35       -4.768341        1.1086
BFGS:   18 10:21:35       -4.802560        0.7271
BFGS:   19 10:21:35       -4.837909        0.4375
BFGS:   20 10:21:35       -4.884786        0.4019
BFGS:   21 10:21:35       -4.914281        0.3387
BFGS:   22 10:21:35       -4.929665        0.2682
BFGS:   23 10:21:35       -4.935426        0.2590
BFGS:   24 10:21:35       -4.939547        0.1650
BFGS:   25 10:21:35       -4.941640        0.1558
BFGS:   26 10:21:35       -4.947917        0.1202
BFGS:   27 10:21:35       -4.950942        0.1956
BFGS:   28 10:21:35       -4.954017        0.2691
BFGS:   29 10:21:35       -4.958936        0.3299
BFGS:   30 10:21:35       -4.968304        0.3825
BFGS:   31 10:21:35       -4.989484        0.4545
BFGS:   32 10:21:35       -5.028032        0.6020
BFGS:   33 10:21:35       -5.103181        0.6843
BFGS:   34 10:21:35       -5.229245        0.7812
BFGS:   35 10:21:35       -5.380495        0.7345
BFGS:   36 10:21:35       -5.432612        0.8302
BFGS:   37 10:21:35       -5.466610        0.6914
BFGS:   38 10:21:35       -5.502008        0.5917
BFGS:   39 10:21:35       -5.569397        0.5508
BFGS:   40 10:21:35       -5.617253        0.4663
BFGS:   41 10:21:35       -5.650978        0.5438
BFGS:   42 10:21:35       -5.671668        0.5793
BFGS:   43 10:21:35       -5.696381        0.4406
BFGS:   44 10:21:35       -5.708456        0.3753
BFGS:   45 10:21:35       -5.721149        0.4747
BFGS:   46 10:21:35       -5.736343        0.5014
BFGS:   47 10:21:35       -5.753073        0.4903
BFGS:   48 10:21:35       -5.774004        0.4408
BFGS:   49 10:21:35       -5.820582        0.3822
BFGS:   50 10:21:35       -5.833783        0.3239
BFGS:   51 10:21:35       -5.836244        0.3169
BFGS:   52 10:21:35       -5.842485        0.1512
BFGS:   53 10:21:35       -5.843953        0.1295
BFGS:   54 10:21:35       -5.845689        0.0843
BFGS:   55 10:21:35       -5.846534        0.0517
BFGS:   56 10:21:35       -5.846869        0.0498
      Step     Time          Energy         fmax
BFGS:    0 10:21:35       16.255924       35.2600
BFGS:    1 10:21:35        3.005258       13.0388
BFGS:    2 10:21:35       -0.642625        9.9748
BFGS:    3 10:21:35       -2.856004        3.6501
BFGS:    4 10:21:35       -3.358936        1.9755
BFGS:    5 10:21:35       -3.633387        0.7809
BFGS:    6 10:21:35       -3.701259        0.5311
BFGS:    7 10:21:35       -3.729837        0.4368
BFGS:    8 10:21:35       -3.752678        0.4586
BFGS:    9 10:21:35       -3.781897        0.4890
BFGS:   10 10:21:35       -3.818836        0.5358
BFGS:   11 10:21:35       -3.851970        0.8423
BFGS:   12 10:21:35       -3.878073        0.8894
BFGS:   13 10:21:35       -3.918254        0.5690
BFGS:   14 10:21:35       -3.936772        0.4671
BFGS:   15 10:21:35       -3.970294        0.2598
BFGS:   16 10:21:35       -3.972202        0.2687
BFGS:   17 10:21:35       -3.981841        0.2986
BFGS:   18 10:21:35       -3.996337        0.3628
BFGS:   19 10:21:35       -4.024917        0.3983
BFGS:   20 10:21:35       -4.069301        0.4686
BFGS:   21 10:21:35       -4.119800        0.7549
BFGS:   22 10:21:35       -4.207591        0.7351
BFGS:   23 10:21:35       -4.237468        0.7397
BFGS:   24 10:21:35       -4.260002        0.6150
BFGS:   25 10:21:35       -4.278689        0.5331
BFGS:   26 10:21:35       -4.391319        0.6497
BFGS:   27 10:21:35       -4.496987        0.9739
BFGS:   28 10:21:35       -4.663371        1.1590
BFGS:   29 10:21:35       -4.680589        1.0232
BFGS:   30 10:21:35       -4.760073        0.8791
BFGS:   31 10:21:35       -4.781201        0.7449
BFGS:   32 10:21:35       -4.827382        0.6330
BFGS:   33 10:21:35       -4.858189        0.4994
BFGS:   34 10:21:35       -4.869480        0.3299
BFGS:   35 10:21:35       -4.878544        0.2196
BFGS:   36 10:21:35       -4.883873        0.1623
